Word,Count,Prevalence,FreqZipfUS
bookworm,8,2.188,2.872
boolean,7,0.148,1.991
boom,4,2.434,4.338
boomer,6,1.581,3.389
boomerang,9,2.257,2.973
booming,7,2.182,3.024
boomingly,9,0.781,1.292
boomtown,8,1.168,2.07
boon,4,1.073,3.329
boondocks,9,0.974,2.593
boondoggle,10,0.2,1.894
boor,4,0.578,1.894
boorish,7,1.209,2.571
boorishly,9,1.323,1.292
boorishness,11,1.041,1.769
boost,5,2.434,3.655
booster,7,2.322,3.425
boot,4,2.43,4.047
bootblack,9,0.258,1.991
booted,6,2.176,2.925
bootee,6,-0.306,1.292
booth,5,2.435,4.309
bootie,6,1.452,2.246
booting,7,1.56,2.292
bootjack,8,0.452,1.292
bootlace,8,1.711,1.593
bootleg,7,2.44,2.925
bootlegger,10,2.058,2.823
bootlegging,11,1.808,2.522
bootless,8,2,1.894
bootlessly,10,0.026,1.292
bootlessness,12,0.387,1.292
bootlick,8,0.914,1.292
bootlicker,10,1.254,1.894
boots,5,2.187,4.282
bootstrap,9,2.059,1.894
booty,5,2.018,3.789
booze,5,2.576,4.039
boozed,6,1.472,1.593
boozer,6,1.662,2.571
booziness,9,0.786,1.292
boozy,5,1.149,2.246
bop,3,1.681,3.27
bopper,6,1.05,2.707
bora,4,-0.058,3.063
boracic,7,-0.14,1.292
borage,6,-0.048,1.292
boraginaceous,13,-1.107,1.292
borate,6,0.1,1.292
borax,5,0.969,2.07
bordello,8,0.789,2.522
border,6,2.444,4.235
bordered,8,2.061,1.991
borderer,8,0.432,1.292
bordering,9,2.427,2.571
borderland,10,1.672,1.593
borderless,10,2.182,1.292
borderline,10,2.231,3.206
bordure,7,-0.991,1.292
bore,4,1.995,3.89
boreal,6,0.386,1.292
borealis,8,1.136,2.468
borecole,8,-1.544,1.292
bored,5,2.43,4.305
boredom,7,2.443,3.333
borehole,8,0.656,1.894
borer,5,0.58,1.769
boric,5,0.533,1.593
boride,6,-0.371,1.292
boring,6,2.31,4.438
boringly,8,1.505,1.593
boringness,10,0.449,1.769
born,4,2.448,4.922
borne,5,1.165,3.016
boron,5,0.481,2.246
borosilicate,12,-0.43,1.292
borough,7,1.598,3.077
borrow,6,2.337,4.467
borrowable,10,0.918,1.292
borrower,8,2.308,1.991
borrowing,9,2.44,3.462
borsch,6,0.201,1.991
borscht,7,0.511,2.848
borsht,6,0.105,1.292
borstal,7,-0.536,1.769
borty,5,-1.627,1.292
borzoi,6,-0.853,2.07
boscage,7,-1.214,1.292
bosh,4,0.076,2.468
bosk,4,-1.204,1.292
bosket,6,-1.535,1.292
bosky,5,-1.294,1.292
bosom,5,1.299,3.496
bosomed,7,0.627,1.292
bosomy,6,0.009,1.593
boson,5,0.167,1.292
boss,4,2.43,5.094
bossed,6,1.812,2.137
bossiness,9,1.548,1.292
bossing,7,1.799,2.905
bossism,7,-0.763,1.292
bossy,5,2.111,3.246
bot,3,1.186,2.999
botanic,7,1.718,1.991
botanical,9,2.165,3.024
botanically,11,1.773,1.769
botanist,8,1.674,2.468
botanize,8,0.594,1.292
botanizer,9,0.101,1.292
botanomancy,11,-0.71,1.292
botany,6,1.97,2.614
botch,5,1.927,2.522
botched,7,2.039,3.063
botcher,7,0.245,1.292
botchery,8,0.38,1.292
botchy,6,0.586,1.292
botfly,6,0.15,1.593
both,4,2.31,5.47
bother,6,2.446,4.828
botheration,11,-0.344,1.894
bothersome,10,2.312,2.522
bothy,5,-0.936,1.292
botryomycosis,13,-0.833,1.292
botryose,8,-1.503,1.292
botrytis,8,-1.233,1.292
bottle,6,2.426,4.705
bottlebrush,11,0.785,1.292
bottled,7,2.439,3.419
bottleful,9,0.673,1.292
bottlelike,10,0.593,1.292
bottleneck,10,2.094,2.723
bottlenose,10,1.58,1.769
bottler,7,1.492,1.593
bottling,8,1.801,2.883
bottom,6,2.218,4.698
bottomed,8,1.761,2.137
bottoming,9,1.312,2.137
bottomland,10,0.105,2.137
bottomless,10,2.339,2.955
bottomline,10,1.172,1.292
bottommost,10,0.826,1.292
botulism,8,0.986,2.754
boucle,6,-0.218,1.292
boudin,6,-0.203,1.593
boudoir,7,1.132,2.955
bouffant,8,0.92,1.894
bougainvillea,13,0.024,2.195
bough,5,1.147,2.496
boughless,9,0.415,1.292
bought,6,2.576,4.932
bouillabaisse,13,0.465,2.593
bouillon,8,1.152,2.195
boulder,7,2.424,3.321
bouldering,10,0.77,1.292
boule,5,0.129,2.371
boulevard,9,1.94,3.715
bounce,6,2.437,3.993
bouncer,7,2.232,3.206
bounciness,10,1.809,1.593
bouncing,8,2.576,3.63
bouncingly,10,0.92,1.292
bouncy,6,2.576,3.256
bound,5,2.429,4.265
boundary,8,2.428,3.137
bounded,7,2.04,2.292
bounden,7,-0.796,1.769
bounder,7,0.992,2.246
bounding,8,2.193,2.333
boundless,9,2.432,2.496
boundlessly,11,1.892,1.292
boundlessness,13,1.532,1.292
bounteous,9,0.782,1.769
bounteously,11,0.563,1.292
bounteousness,13,0.321,1.292
bountiful,9,2.113,2.894
bountifully,11,1.648,1.593
bountifulness,13,1.308,1.292
bounty,6,2.252,3.857
bouquet,7,2.131,3.509
bourbon,7,2.008,3.797
bourdon,7,-0.356,1.894
bourgeois,9,1.24,3.077
bourgeoisie,11,1.001,2.496
bourn,5,0.089,1.769
bourse,6,-0.61,1.894
boustrophedon,13,-1.399,1.292
bout,4,1.447,4.281
boutique,8,2.245,3.04
boutonniere,11,0.433,2.137
bouzouki,8,-0.775,1.292
bovid,5,-0.471,1.292
bovine,6,1.517,2.654
bow,3,2.255,4.307
bowdlerism,10,-0.503,1.292
bowdlerization,14,-0.41,1.292
bowdlerize,10,-0.474,1.292
bowed,5,2.316,2.915
bowel,5,2.126,3.557
bowels,6,2.31,3.236
bower,5,0.883,2.438
bowerbird,9,-0.466,1.292
bowery,6,0.586,2.945
bowfin,6,0.072,1.292
bowhead,7,0.672,1.292
bowie,5,0.526,3.453
bowing,6,2.235,3.105
bowknot,7,0.291,1.292
bowl,4,2.448,4.331
bowleg,6,0.796,1.292
bowlegged,9,1.755,2.406
bowler,6,1.805,3.124
bowless,7,0.76,1.292
bowlful,7,0.896,1.894
bowlike,7,1.011,1.292
bowline,7,0.987,2.496
bowling,7,2.341,4.029
bowls,5,2.576,3.341
bowman,6,1.351,3.554
bowser,6,0.38,2.872
bowshot,7,0.685,1.292
bowsprit,8,-0.131,1.292
bowstring,9,1.907,1.292
bowstringed,11,0.859,1.292
bowtie,6,1.851,2.137
bowwow,6,0.171,1.894
bowyer,6,-0.478,1.292
box,3,2.153,4.953
boxboard,8,0.431,1.292
boxcar,6,1.816,2.823
boxer,5,2.424,3.586
boxfish,7,0.197,1.292
boxful,6,0.618,1.991
boxhaul,7,-0.464,1.292
boxing,6,2.102,3.861
boxingglove,11,0.383,1.292
boxlike,7,1.016,1.292
boxthorn,8,-0.48,1.292
boxwood,7,0.737,1.292
boxy,4,1.098,2.292
boy,3,2.314,5.724
boyar,5,-0.846,1.292
boycott,7,2.223,2.991
boycotter,9,1.494,1.292
boyfriend,9,2.576,4.858
boyhood,7,1.9,2.797
boyish,6,2.173,2.797
boyishly,8,1.621,2.137
boyishness,10,1.687,1.292
boysenberry,11,0.851,2.654
bozo,4,1.171,3.396
bra,3,2.324,4.038
brace,5,2.576,3.797
braced,6,2.256,2.468
bracelet,8,2.576,3.893
bracer,6,0.854,2.07
bracero,7,-1.064,2.333
braces,6,2.322,3.509
brachial,8,0.881,2.496
brachialis,10,-0.063,1.292
brachiopod,10,0.299,1.292
brachiosaur,11,0.571,1.292
brachiosaurus,13,1.168,2.07
brachium,8,0.186,1.292
brachycome,10,-0.759,1.292
brachylogy,10,-0.214,1.292
brachyuran,10,-1.153,1.292
brachyurous,11,-0.908,1.292
bracing,7,2.329,2.672
bracingly,9,1.292,1.292
bracken,7,0.867,2.81
bracket,7,2.576,2.81
bracketing,10,1.44,1.292
brackish,8,1.152,1.991
brackishness,12,0.986,1.292
bract,5,-0.626,1.292
bracteolate,11,-0.958,1.292
bracteole,9,-0.914,1.292
bractless,9,-0.685,1.292
brad,4,0.642,4.48
bradawl,7,-1.046,1.292
bradycardia,11,-0.178,1.593
brae,4,-0.089,1.991
brag,4,2.576,3.547
braggadocio,11,-0.064,1.894
braggart,8,1.076,2.438
braggartism,11,0.013,1.292
bragger,7,1.562,1.593
bragging,8,2.099,3.367
braggingly,10,0.909,1.292
braid,5,2.232,2.982
braided,7,2.436,2.571
braider,7,0.869,1.292
braiding,8,1.987,2.07
brail,5,0.624,1.292
braille,7,1.931,2.754
braillewriter,13,0.401,1.292
brain,5,2.258,4.886
braincase,9,0.392,1.292
brainchild,10,1.69,2.371
brainer,7,1.289,1.769
braininess,10,0.982,1.292
brainless,9,2.228,2.955
brainlessly,11,1.216,1.292
brainlessness,13,1.397,1.292
brainpan,8,-0.174,2.246
brainpower,10,2.01,2.246
brains,6,2.576,4.439
brainsick,9,0.304,1.292
brainsickly,11,-0.754,1.292
brainsickness,13,0.467,1.292
brainstem,9,1.52,2.371
brainstorm,10,2.263,2.905
brainteaser,11,1.962,1.292
brainwash,9,2.434,2.654
brainwashed,11,2.18,3.226
brainwasher,11,1.614,1.593
brainwashing,12,2.329,2.872
brainwave,9,2.139,2.07
brainwork,9,1.199,1.593
brainworker,11,0.565,1.292
brainy,6,2.119,2.982
braise,6,1.219,1.292
braised,7,1.547,2.371
brake,5,2.322,3.778
brakeless,9,1.175,1.292
brakeman,8,0.65,2.07
braless,7,1.19,1.593
bramble,7,1.232,1.292
brambleberry,12,0.589,1.292
brambling,9,0.491,1.292
brambly,7,0.47,1.292
bran,4,1.325,3.124
brancard,8,-1.227,1.292
branch,6,2.444,4.004
branched,8,1.935,2.195
branchial,9,0.01,1.292
branchiate,10,-0.537,1.292
branching,9,2.333,2.496
branchiopod,11,-0.3,1.292
branchless,10,1.604,1.292
branchlike,10,1.087,1.292
branchy,7,0.379,1.593
brand,5,2.576,4.145
branded,7,2.576,3.195
brander,7,0.667,2.634
brandied,8,0.722,1.593
brandish,8,1.053,1.769
brandisher,10,0.996,1.292
brandling,9,-0.498,1.292
brandy,6,2.236,4.046
branny,6,-0.859,1.292
brash,5,2.105,2.634
brashness,9,1.944,1.593
brass,5,2.436,4.084
brassard,8,-0.351,1.292
brassbound,10,-0.076,1.292
brasserie,9,1.121,2.07
brassica,8,-0.505,1.292
brassiere,9,1.524,2.739
brassily,8,0.456,1.593
brassiness,10,1.072,1.292
brasslike,9,0.908,1.292
brassware,9,1.168,1.292
brassy,6,1.547,2.137
brat,4,2.087,3.794
brattice,8,-1.108,1.292
bratticing,10,-1.621,1.292
brattle,7,-0.546,1.991
bratty,6,1.549,2.137
bratwurst,9,1.515,2.69
bravado,7,1.711,2.69
brave,5,2.247,4.501
bravely,7,2.443,3.189
braveness,9,1.348,1.894
braver,6,1.648,3.063
bravery,7,2.576,3.462
braving,7,1.475,2.246
bravo,5,2.116,4.279
bravura,7,-0.108,1.292
braw,4,-0.235,1.769
brawl,5,2.428,3.329
brawler,7,1.773,2.333
brawling,8,1.998,2.754
brawly,6,0.054,1.769
brawn,5,1.896,2.769
brawniness,10,1.261,1.292
brawny,6,1.705,2.292
braxy,5,-1.189,1.292
bray,4,0.833,2.614
brayer,6,0.025,1.292
braze,5,0.637,1.292
brazen,6,1.527,3.077
brazenfaced,11,0.858,1.292
brazenly,8,1.433,2.195
brazenness,10,1.35,1.292
brazier,7,1.233,1.769
brazil,6,1.896,3.722
brazilin,8,-0.815,1.292
breach,6,2.576,3.794
bread,5,2.329,4.452
breadbasket,11,1.681,2.333
breadbin,8,0.969,1.292
breadboard,10,1.185,1.593
breadbox,8,1.684,2.137
breadcrumb,10,2.029,1.292
breaded,7,1.844,2.371
breadfruit,10,0.533,2.137
breadless,9,0.904,1.292
breadline,9,0.907,1.991
breadnut,8,-0.057,1.292
breadroot,9,-0.401,1.292
breadstick,10,2.156,1.292
breadstuff,10,0.341,1.292
breadth,7,1.387,2.654
breadthways,11,0.199,1.292
breadwinner,11,1.681,2.522
breadwinning,12,1.539,1.292
break,5,2.438,5.344
breakable,9,2.434,2.246
breakage,8,2.147,2.371
breakaway,9,2.34,2.836
breakdance,10,2.429,1.292
breakdown,9,2.254,3.865
breaker,7,2.243,3.364
breakeven,9,0.894,1.292
breakfast,9,2.576,4.821
breakfaster,11,0.299,1.292
breaking,8,2.434,4.625
breakneck,9,1.451,2.07
breakout,8,2.212,2.522
breakpoint,10,1.853,1.292
breakthrough,12,2.427,3.537
breakup,7,2.178,3.468
breakwater,10,1.339,2.07
bream,5,0.229,1.292
breast,6,2.437,3.953
breastbone,10,2.125,2.292
breasted,8,1.706,2.137
breastfeed,10,2.038,2.292
breastfeeding,13,2.185,2.438
breasting,9,0.496,1.292
breastmilk,10,1.912,1.292
breastpin,9,0.372,1.292
breastplate,11,1.787,2.406
breasts,7,2.429,4.095
breaststroke,12,1.948,2.333
breastwork,10,0.388,1.292
breath,6,2.155,4.652
breathable,10,2.117,2.468
breathalyzer,12,1.803,1.894
breathe,7,2.235,4.685
breathed,8,1.837,3.149
breather,8,1.823,3.091
breathiness,11,1.011,1.292
breathing,9,2.249,4.444
breathless,10,2.322,3.04
breathlessly,12,2.173,2.292
breathlessness,14,2.103,1.769
breathtaking,12,2.437,3.098
breathy,7,1.4,1.593
breccia,7,-0.632,1.292
bred,4,1.861,3.392
bree,4,-0.072,3.964
breech,6,1.854,2.848
breechblock,11,-0.402,1.292
breechcloth,11,0.134,1.292
breechclout,11,-0.661,1.292
breeched,8,1.525,1.593
breeches,8,1.64,2.593
breeching,9,1.867,1.292
breechloader,12,-0.036,1.292
breed,5,2.431,3.802
breeder,7,2.05,2.905
breeding,8,2.441,3.564
breeze,6,2.11,3.906
breezeless,10,1.002,1.292
breezeway,9,0.654,1.769
breezily,8,1.365,1.292
breeziness,10,1.783,1.292
breezy,6,2.432,2.905
brethren,8,1.886,3.131
brevet,6,-0.335,1.894
breviary,8,-0.094,1.292
brevier,7,-0.571,1.292
brevity,7,1.433,2.371
brew,4,2.313,3.402
brewage,7,0.339,1.292
brewer,6,2.244,2.955
brewery,7,2.436,3.26
brewing,7,2.167,2.982
briar,5,1.236,2.894
bribable,8,0.824,1.593
bribe,5,2.265,3.782
briber,6,1.286,1.292
bribery,7,2.24,3.137
brick,5,2.171,4.008
brickbat,8,-0.163,1.593
brickfield,10,0.017,1.292
bricking,8,1.043,1.769
bricklayer,10,1.799,2.333
bricklaying,11,1.898,1.593
bricklike,9,0.784,1.292
brickwork,9,1.704,1.769
brickyard,9,1.656,1.894
bridal,6,2.074,3.419
bride,5,2.123,4.384
bridecake,9,-0.295,1.292
bridegroom,10,1.517,3.161
bridesmaid,10,2.34,3.392
bridge,6,2.177,4.66
bridgeable,10,0.964,1.292
bridgeboard,11,0.288,1.292
bridged,7,2.341,1.991
bridgehead,10,0.551,2.137
bridgeless,10,1.041,1.593
bridgework,10,1.606,2.137
bridging,8,1.9,2.371
bridle,6,1.747,2.496
bridled,7,1.582,1.894
bridler,7,0.179,1.292
bridling,8,0.792,1.292
brie,4,1.471,2.964
brief,5,2.435,4.157
briefcase,9,2.328,3.934
briefing,8,2.234,3.661
briefly,7,2.576,3.507
briefness,9,1.387,1.292
briefs,6,2.215,2.925
brier,5,0.212,2.783
briery,6,-0.32,1.292
brig,4,0.751,3.485
brigade,7,2.044,3.507
brigadier,9,1.144,3.016
brigand,7,0.622,2.292
brigandage,10,-0.33,1.769
brigandine,10,0.003,1.292
brigantine,10,0.149,1.894
bright,6,2.436,4.647
brighten,8,2.346,3.143
brightener,10,1.583,1.292
brightening,11,2.121,2.137
brightly,8,2.213,2.883
brightness,10,2.355,2.783
brill,5,0.459,3.008
brilliance,10,2.327,3.173
brilliancy,10,1.189,1.769
brilliant,9,2.576,4.554
brilliantine,12,-0.066,1.769
brilliantly,11,2.576,3.098
brills,6,-0.395,1.593
brim,4,1.834,2.955
brimful,7,0.751,1.292
brimless,8,1.098,1.292
brimmed,7,1.698,1.292
brimming,8,1.725,2.571
brimstone,9,1.657,3.149
brimstony,9,-0.438,1.292
brindle,7,0.756,1.769
brine,5,1.766,2.522
bring,5,2.433,5.514
bringer,7,0.81,2.406
brininess,9,0.283,1.292
brinish,7,-0.415,1.292
brink,5,2.169,3.399
brinkmanship,12,0.411,1.292
briny,5,0.905,2.783
brio,4,-0.149,1.593
brioche,7,1.006,2.246
briolette,9,-0.584,1.292
briquette,9,0.89,1.769
brisk,5,2.233,3.024
brisket,7,2.108,2.973
briskly,7,1.93,2.406
briskness,9,1.837,1.292
brisling,8,-0.269,1.292
bristle,7,2.144,2.371
bristlecone,11,-0.195,1.292
bristled,8,2.006,1.593
bristletail,11,0.175,1.292
bristly,7,0.647,1.593
britch,6,-0.061,1.292
brite,5,0.193,2.333
brittle,7,2.253,3.149
brittlebush,11,-0.123,1.292
brittleness,11,1.921,1.292
bro,3,0.878,4.396
broach,6,1.718,2.672
broacher,8,0.359,1.292
broad,5,2.431,4.168
broadax,7,-0.676,1.292
broadband,9,1.96,2.522
broadbill,9,0.495,1.593
broadcast,9,2.576,3.953
broadcaster,11,2.33,2.195
broadcasting,12,2.576,3.507
broadcloth,10,0.558,1.769
broaden,7,1.969,2.999
broadleaf,9,0.886,1.292
broadloom,9,0.084,1.593
broadly,7,2.442,2.292
broadminded,11,1.734,1.894
broadness,9,1.642,1.292
broadsheet,10,1.099,1.292
broadside,9,1.87,2.672
broadsword,10,1.032,2.654
broadtail,9,0.661,1.292
broadways,9,1.139,1.292
brocade,7,0.751,2.07
brocaded,8,0.463,1.292
broccoli,8,2.328,3.36
broche,6,0.266,1.593
brochette,9,0.51,1.593
brochure,8,2.132,3.283
brock,5,-0.053,3.385
brocket,7,-0.725,1.292
brogan,6,-0.368,3.131
brogue,6,0.802,2.246
broider,7,-0.406,1.292
broidery,8,-0.136,1.292
broil,5,1.812,2.496
broiler,7,2.102,2.333
broiling,8,1.604,1.991
broke,5,2.44,5.021
broken,6,2.439,4.852
brokenhearted,13,1.761,2.614
brokenheartedly,15,1.569,1.292
brokenly,8,0.69,1.292
brokenness,10,0.905,1.292
broker,6,2.241,3.561
brokerage,9,1.493,2.754
broking,7,0.258,1.292
brolly,6,-0.164,1.593
bromate,7,0.373,1.292
brome,5,-0.764,1.292
bromeliaceous,13,-0.84,1.292
bromeliad,9,-0.133,1.593
bromide,7,1.251,2.672
bromidic,8,-0.14,1.292
bromine,7,1.114,1.769
bronchi,7,0.781,1.593
bronchia,8,1.181,1.292
bronchial,9,1.596,2.547
bronchially,11,0.872,1.292
bronchiolar,11,0.46,1.292
bronchiole,10,0.667,1.292
bronchitis,10,2.325,2.571
bronchium,9,0.205,1.292
bronchodilator,14,0.297,1.593
bronchopneumonia,16,0.855,1.292
bronchoscope,12,0.547,1.292
bronchus,8,0.379,1.894
bronco,6,1.508,3.155
broncobuster,12,-0.223,1.769
brontosaur,10,0.656,1.292
brontosaurus,12,1.711,2.371
bronze,6,2.236,3.45
bronzed,7,2.136,2.547
bronzer,7,1.495,1.593
bronzing,8,1.692,1.593
bronzy,6,0.231,1.593
brooch,6,0.861,3.124
brood,5,1.91,3.04
brooder,7,1.038,1.769
broodiness,10,1.127,1.593
brooding,8,1.85,2.991
broodingly,10,1.334,1.292
broody,6,1.12,2.246
brook,5,1.973,3.313
brooked,7,0.455,1.292
brooklime,9,-1.028,1.292
broom,5,2.438,3.679
broomcorn,9,-0.964,1.292
broomrape,9,-1.084,1.292
broomstick,10,2.096,2.935
broomtail,9,0.435,1.292
brose,5,-1.039,1.292
broth,5,2.028,2.955
brothel,7,2.058,3.211
brother,7,2.241,5.453
brotherhood,11,2.435,3.62
brotherliness,13,1.152,1.292
brotherly,9,2.185,2.935
brougham,8,-0.26,2.707
brought,7,2.226,5.236
brouhaha,8,0.617,2.371
brow,4,2.158,3.27
browbeat,8,1.074,1.894
browbeater,10,1.171,1.292
browed,6,0.502,1.292
brown,5,2.252,4.779
browner,7,0.655,1.593
brownfield,10,0.263,1.292
brownie,7,2.437,3.55
browning,8,1.895,3.385
brownish,8,1.712,2.406
brownness,9,1.09,1.292
brownnose,9,1.236,2.195
brownnoser,10,0.968,1.593
brownout,8,0.593,2.07
brownstone,10,1.083,2.707
browse,6,2.322,2.783
browser,7,2.224,2.292
browsing,8,2.338,3.016
brucellosis,11,-0.356,1.292
bruin,5,0.46,1.894
bruise,6,2.263,3.512
bruiser,7,1.854,3.184
bruising,8,2.576,3.231
bruit,5,-0.453,1.292
brumal,6,-1.181,1.292
brumby,6,-0.909,1.894
brume,5,-0.876,1.292
brummagem,9,-1.653,1.593
brunch,6,2.111,3.571
brunet,6,-0.06,1.593
brunette,8,2.129,3.545
brunt,5,1.406,2.707
brush,5,2.576,4.151
brushed,7,2.198,3.385
brusher,7,1.235,1.292
brushes,7,2.576,3.155
brushfire,9,1.192,1.769
brushing,8,2.439,3.341
brushless,9,1.367,1.593
brushstroke,11,1.822,1.593
brushwood,9,0.869,1.593
brushwork,9,1.526,1.593
brushy,6,0.788,1.292
brusque,7,0.978,1.991
brusquely,9,0.918,1.292
brusqueness,11,0.824,1.292
brut,4,0.522,2.496
brutal,6,2.184,3.867
brutalism,9,1.528,1.292
brutality,9,2.357,3.345
brutalization,13,1.629,1.292
brutalize,9,1.903,1.991
brutally,8,2.44,3.26
brute,5,2.16,3.504
brutish,7,1.775,2.634
brutishly,9,1.592,1.292
brutishness,11,1.287,1.292
bryologist,10,-0.898,1.292
bryony,6,-0.527,1.292
bryophyte,9,-0.785,1.292
bub,3,0.364,3.216
bubal,5,-1.175,1.292
bubba,5,0.525,3.612
bubble,6,2.432,3.904
bubblegum,9,2.02,2.571
bubbler,7,1.309,1.292
bubbling,8,2.249,3.048
bubbly,6,2.326,3.143
bubby,5,0.23,2.292
bubo,4,-1.112,1.991
bubonic,7,1.448,2.634
buccal,6,-0.415,1.894
buccaneer,9,1.806,2.137
buccaneering,12,1.328,1.593
buck,4,2.239,4.528
buckaroo,8,1.511,3.231
buckboard,9,0.296,2.69
bucked,6,1.968,2.522
bucker,6,0.127,1.292
bucket,6,2.445,4.001
bucketful,9,1.43,1.991
bucketing,9,0.785,1.593
buckeye,7,1.365,2.292
buckhorn,8,0.576,1.769
buckhound,9,0.131,1.292
bucking,7,1.956,3.105
buckish,7,0.528,1.292
buckjump,8,-0.677,1.292
buckle,6,2.431,3.703
buckled,7,2.32,2.783
buckler,7,1.042,2.496
buckling,8,1.375,2.571
bucko,5,0.218,2.81
buckra,6,-1.53,1.292
buckram,7,-0.517,1.292
bucksaw,7,0.745,1.292
buckshee,8,-0.872,1.292
buckshot,8,1.416,3.016
buckskin,8,1.197,2.195
buckskinned,11,0.836,1.292
buckthorn,9,0.253,1.292
bucktooth,9,1.719,2.195
bucktoothed,11,1.665,2.246
buckwheat,9,1.722,2.69
buckyball,9,-0.111,1.593
bucolic,7,0.456,2.195
bucolical,9,0.112,1.292
bucolically,11,-0.073,1.292
bud,3,2.195,4.549
buddhism,8,2.324,2.823
buddhist,8,1.948,3.378
budding,7,2.065,2.823
buddle,6,-0.569,1.769
buddleia,8,-0.706,1.292
buddy,5,2.576,5.012
budge,5,2.188,3.313
budgerigar,10,-0.381,1.292
budget,6,2.43,4.003
budgetary,9,1.218,2.195
budgeter,8,0.977,1.292
budgie,6,0.524,1.769
budlike,7,0.528,1.292
budworm,7,-0.235,1.292
buff,4,2.253,3.399
buffalo,7,2.326,4.076
buffed,6,1.907,2.496
buffer,6,2.16,3.226
buffet,6,2.322,3.648
buffeter,8,0.396,1.292
buffing,7,1.655,2.571
bufflehead,10,-0.717,1.292
buffo,5,-0.884,1.593
buffoon,7,1.813,2.945
buffoonery,10,1.478,2.195
buffoonish,10,1.265,1.292
buffy,5,0.676,3.507
bug,3,2.267,4.321
bugaboo,7,0.676,2.195
bugbane,7,-0.693,1.292
bugbear,7,0.369,1.769
bugger,6,1.864,3.64
buggery,7,1.179,2.07
buggy,5,2.024,3.399
bughouse,8,0.393,2.371
bugle,5,1.409,3.241
bugled,6,0.708,1.292
bugler,6,0.694,3.063
bugleweed,9,-0.308,1.292
bugloss,7,-1.29,1.292
build,5,2.576,4.682
buildable,9,1.735,1.292
builder,7,2.444,2.982
building,8,2.576,4.998
buildup,7,1.763,3.07
built,5,2.424,4.614
bulb,4,2.118,3.595
bulbar,6,-0.505,1.769
bulbiferous,11,-0.126,1.292
bulblike,8,0.316,1.292
bulbous,7,1.499,2.371
bulbul,6,-1.144,1.593
bulge,5,2.184,2.982
bulginess,9,0.584,1.292
bulgur,6,0.295,2.07
bulgy,5,0.865,1.769
bulimia,7,1.522,2.593
bulimic,7,1.428,2.769
bulk,4,2.439,3.283
bulked,6,1.812,1.894
bulker,6,0.221,1.292
bulkhead,8,1.457,2.982
bulkily,7,0.55,1.292
bulkiness,9,2.037,1.292
bulky,5,2.431,2.723
bull,4,2.576,4.439
bulla,5,-1.188,1.593
bullbat,7,-0.79,1.292
bullboat,8,-0.522,1.292
bulldog,7,2.319,3.659
bulldogged,10,0.873,1.292
bulldoze,8,2.185,2.468
bulldozer,9,2.576,3.118
bullet,6,2.576,4.582
bulleted,8,1.384,1.292
bulletin,8,2.342,3.557
bulletproof,11,2.108,3.409
bullfight,9,2.062,2.496
bullfighter,11,2.222,2.836
bullfighting,12,2.139,2.468
bullfinch,9,0.732,1.894
bullfrog,8,2.576,2.723
bullhead,8,1.282,1.593
bullheaded,10,1.736,2.614
bullheadedness,14,1.401,1.769
bullhorn,8,1.688,2.672
bulling,7,0.3,1.292
bullion,7,1.256,2.935
bullish,7,1.619,1.593
bullishly,9,1.137,1.292
bullishness,11,1.112,1.292
bullmastiff,11,0.845,1.292
bullock,7,1.549,3.806
bullous,7,-0.261,1.292
bullpen,7,1.187,2.823
bullring,8,1.107,2.438
bullseye,8,2.12,2.836
bullshit,8,2.068,4.841
bullwhacker,11,0.284,1.593
bullwhip,8,1.56,2.371
bully,5,2.322,3.859
bullyboy,8,0.302,1.593
bullying,8,2.316,2.999
bullyrag,8,-0.598,1.593
bullyragging,12,-0.475,1.593
bulrush,7,0.057,1.292
bulwark,7,0.636,2.246
bum,3,2.332,4.188
bumbershoot,11,-0.282,1.894
bumble,6,1.95,2.406
bumblebee,9,2.2,2.823
bumbler,7,1.128,1.894
bumboat,7,-0.946,1.292
bumboatman,10,-1.293,1.292
bumf,4,-0.995,1.292
bummed,6,2.131,3.371
bummer,6,2.077,3.62
bumming,7,1.48,2.81
bump,4,2.437,4.092
bumper,6,2.008,3.552
bumpily,7,0.834,1.292
bumpiness,9,1.655,1.894
bumping,7,2.342,3.27
